screen_name,statuses
tmj_IL_skltrd,"['See our latest #EastPeoria, IL #job and click to apply: Automotive Mechanic - https://t.co/GSQdZcBg7m #SkilledTrade #Hiring #CareerArc', 'Want to work in #OLNEY, IL? View our latest opening: https://t.co/jcFoQfdje4 #BHGE #SkilledTrade #Hiring #CareerArc', ""Want to work at Heyde Eye Center? We're #hiring in #Peoria, IL! Click for details: https://t.co/JRFW5JsuHd… https://t.co/2Wkk2VRAlF"", ""If you're looking for work in #Pekin, IL, check out this #job: https://t.co/HnhoCeCIxd #SkilledTrade #Hiring #CareerArc"", ""We're #hiring! Read about our latest #job opening here: Welder - https://t.co/9Wj2v4zndF #SkilledTrade #Chillicothe, IL #CareerArc""]"
1004kms598,['This would be so cute ♡ https://t.co/raKP0e3GlY']
kashkash03,"['Whenever I see food https://t.co/rwUoFeVwC1', 'Dont you love it when people who say they are your “friends” never bother to hit you up and you’re always the perso… https://t.co/d9gYoyuXEK', '@mike_giurini https://t.co/VsCNUnKhtM']"
tmj_tul_recruit,"['If it’s fun, we’re doing it right! If you’re looking for work in #Tulsa, OK, check out this #job. #RNDCcareers… https://t.co/NI65aRJo0b']"
katieovoxo,['is it june yet']
tami9310,"['＼ミニカップ「キャラメルバナナ」発売／\n【@Haagen_Dazs_JP】をフォロー＆ＲＴで抽選で1００名様に「ミニカップ≪#キャラメルバナナ≫」４個と交換できるギフト券２枚をプレゼント♪ #完熟バナナソース https://t.co/kjiYuQ5Mdq', '4 https://t.co/jHc4unZ215']"
tmj_KSH_skltrd,"['See our latest #Hays, KS #job and click to apply: Metal Preparation Technician - https://t.co/VN7cJ0n37q #SkilledTrade #Hiring #CareerArc', ""We're #hiring! Read about our latest #job opening here: Field Manager (Upstream Chemicals) - Great Bend, KS -… https://t.co/9BK3ZgF6He"", ""We're #hiring! Click to apply: CDL Driver (Upstream Chemicals) - Plainville, KS - https://t.co/ow2bwjIdiD #BHGE… https://t.co/LgzxiTJqIr"", 'Interested in a #job in #Hays, KS? This could be a great fit: https://t.co/Fvhh6einyJ #SkilledTrade #Hiring #CareerArc']"
tmj_WI_banking,"[""We're #hiring! Click to apply: Business Banking Team Lead - https://t.co/6KzN7t9gpn #Banking #LaCrosse, WI #Job #Jobs #CareerArc"", 'Want to work in #StevensPoint, WI? View our latest opening: https://t.co/JWmNJc3PJn #branchbanking #Job #Jobs #Hiring #CareerArc', 'Can you recommend anyone for this #job in #GreenBay, WI? https://t.co/Q1vKI9bSpz #Banking #Hiring #CareerArc', 'Interested in a #job in #Appleton, WI? This could be a great fit: https://t.co/f8whsrNiqH #Banking #Hiring #CareerArc', 'Join the U.S. Bank team! See our latest #job opening here: https://t.co/L6Te6XwJJp #Banking #Oshkosh, WI #Hiring #CareerArc']"
AshlyMorris0,"['@GlamLifeGuru It’s the truth. Love ya Tati.', '@vivintarena @utahjazz @spidadmitchell @jazzteamstore @InsertSassyName']"
haydenjlee,"['Proud of the @bcfctweets boys last night 🔴 Fantastic effort, bring on the 2nd leg down The Gate. https://t.co/q5CuLPX2F1', '@AdamBakerBCFC When will Bolton away tickets be on sale??']"
tmj_ks_usa_jobs,"[""Want to work at KENT FENCE CO? We're #hiring in #Topeka, KS! Click for details: https://t.co/U67GC9Prek #Job #Jobs #CareerArc"", 'Can you recommend anyone for this #job in #Topeka, KS? https://t.co/jfZFfBqD92 #Hiring #CareerArc', 'Join the Topeka Public Schools - USD 501 team! See our latest #job opening here: https://t.co/0V37LRCr3m #Topeka, KS #Hiring #CareerArc', ""If you're looking for work in #Topeka, KS, check out this #job: https://t.co/8J9nfYIxfX #Hiring #CareerArc"", ""Want to work at Sterling College? We're #hiring in #Sterling, KS! Click for details: https://t.co/EfPTyvPPj9 #Job #Jobs #CareerArc""]"
zoneradiocpt,"[""@JJSMUSICRETAL @UnicornChat @thelankyjake @Rebeka_Rain @KathSwainMusic It's our pleasure 👍"", 'The @UnicornChat #nohoopsrequired #triplepay# on the #breakfastzone today ft ""Bicyble Kings"" by Angie Aparo… https://t.co/8fuXLWS7iT', '@UnicornChat firing up the Monday Breakfast Zone with ""Cool Jam"" by Lanky Jake @thelankyjake ""Annie Blue"" by JJ\'s M… https://t.co/erDbOQU55y', 'Congrats to all the artists who made the #zoneradio #top10 this week. You can vote for them, and others, by visitin… https://t.co/PUeEo92b7W', 'He is an actor, writer and director, a man with many talents and one of our finest past presenters....Today it is h… https://t.co/6eEviJp2BY']"
TheBlueUnion,"['Hi @tracey_crouch can you explain why you endorse standing at Rugby but oppose it at football ???\nReally interested… https://t.co/Xh7lOv9f3i', '@EFCSA\n@EST_1878 \n@EvertonArentWe \n@grandoldteam \n@ThePeoplesGroup \n@SOS1878 \n@TheBlueRoomEFC \n@ToffeeWeb… https://t.co/OKJAe2t45J', 'Petition: Allow Premier League and Championship football clubs to introduce safe standing\n#BMD could become the fir… https://t.co/1Xyux10MQU']"
tmj_mem_cosmo,"['Can you recommend anyone for this #job in #Memphis, TN? https://t.co/fY60eh4gHy #Cosmetology #Hiring #CareerArc', ""We're #hiring! Click to apply: Hair Stylist - https://t.co/tUtzYWb5ym #Cosmetology #Memphis, TN #Job #Jobs #CareerArc"", 'Are you ready to grow and advance your beauty career? We have the tools to help you achieve your dreams! We are cur… https://t.co/Oh858sEeP2', 'Calling all lovers of #AllThingsBeauty, we have in opening in #Southaven, MS! Are you ready to this fun team? If so… https://t.co/PmjzOB5bLo', 'Is #beauty the way of life for you? Us too! We are excited to announce that Ulta Beauty is looking for our next Est… https://t.co/dLcncW1CkB']"
tmj_kan_util,"['Want to work in #KCMO, MO? View our latest opening: https://t.co/Sk8FEzoETc #cintasjobs #Utilities #Job #Jobs #Hiring #CareerArc', 'See our latest #KCMO, MO #job and click to apply: Electrician - Kansas City, MO - https://t.co/d3oD7JHzuH #Utilities #Hiring #CareerArc', ""We're #hiring! Read about our latest #job opening here: Route Service Sales Representative (4 day workweek) -… https://t.co/YgJ0n0QeHg"", 'Interested in a #job in #Grandview, MO? This could be a great fit: https://t.co/fb73IWSWh4 #Utilities #Hiring #CareerArc', 'This #job might be a great fit for you: Route Service Sales Representative - Sanis - https://t.co/MMmB7cK19d… https://t.co/MHc8D90C3q']"
DOHRtn,"['Retweet to help fill my job: Research and Project Manager @ State of Tennessee https://t.co/jdBBtJ0lFq', 'Retweet to help fill my job: Attorney 2 (EEO Investigator) @ State of Tennessee https://t.co/VtuCdVbAmu', 'Retweet to help fill my job: Accounting Manager, Education Central Accounting @ State of Tennessee https://t.co/xZRkUItQDr', 'Retweet to help fill my job: TRICOR Accounting Manager @ State of Tennessee https://t.co/F9BYF0hPcP', 'Retweet to help fill my job: Service Counselor 2- Member Services @ State of Tennessee https://t.co/fxNqXPQrZJ']"
Miss__afrodite,"['The saddest thing about this interview is that fact that she tried so hard to shut him up. https://t.co/rUeuNsMMn5', ""What is in Karruche's coochie? That man CB can't let go.""]"
mhadzhie25,"['♫ #NowPlaying “Solo Dance” by Martin Jensen on #Anghami https://t.co/IRrUTUrr6X', '♫ #NowPlaying “Slow Hands” by Niall Horan on #Anghami https://t.co/nbdqmta507', ""♫ #NowPlaying “You're Beautiful” by James Blunt on #Anghami https://t.co/qT8xftJ2rw"", '♫ #NowPlaying “The Middle” by Grey, Zedd &amp; Maren Morris on #Anghami https://t.co/cI1yAqiaDn', '♫ #NowPlaying “Lonely Together (feat. Rita Or...” by Avicii on #Anghami https://t.co/tsifidrajp']"
MicrosoftEDU,"['@PatriciaRagan1 @destinyusa How awesome! What did the students think of the experience?', '@CurnuttEric Awesome! Keep up the great work, Eric! 💪', '@maniganesan75 Outstanding! Congrats on your #MIEExpert certification!', '@kanvinagpal Great work! What did you think of this course?', '@bharathiayyasw4 Congrats on your new badge!']"
egrantrpr,[]
KEEccles,['@francescagam I like Rabbityness by Jo Empson 💕']
ArwelGruffydd,"['Darparwr tylluanod o fri. Atgofion melys am haf poeth #Blodeuwedd2013 https://t.co/5Q2jgK8fuf', '@NTWtweets So sorry to hear such sad news. Sincerest sympathy to all his friends and dearest', 'Llongyfarchiadau mawr https://t.co/S5AtDUbeJo']"
Hawtheezus,"['@ThatGuyDarrin_ @VJones_16 @VicOladipo I break my leg on national television you damn skippy ima b a lil different', 'My guess the 15th 🤷🏾\u200d♂️ @yoBarbiesKEN https://t.co/HcuDlQ5v0z', 'Slow it down... on this play he took 3 https://t.co/43ZoXvjJuZ', '@VJones_16 @VicOladipo Our 2Guard was 6foot. JEFF UNDERACHIEVED. Myles lived at the 3point line. Bench was laughabl… https://t.co/wOZ7onRt2n']"
tmj_mad_retail,"['Can you recommend anyone for this #job in #Madison, WI? https://t.co/TYxHGtmXPn #Retail #Merchandiser #Hiring #CareerArc', 'Want to work in #Middleton, WI? View our latest opening: https://t.co/zFb6wiyM6X #Retail #Job #Jobs #Hiring #CareerArc', 'Can you recommend anyone for this #job in #Janesville, WI? https://t.co/WtJvFcbQch #Retail #Hiring #CareerArc', ""We're #hiring! Click to apply: Assistant Manager (Part-Time), Madewell, Hilldale Shopping Center -… https://t.co/tHUNbRevWv"", 'This #job might be a great fit for you: Part-Time Beauty Advisor - https://t.co/7VVTXjVUO9 #Beauty #Retail… https://t.co/l0anb3EcRd']"
tmj_LA_schn,"['Join the Southeastern Freight Lines team! See our latest #job opening here: https://t.co/NBjorzcTbj #warehouse… https://t.co/YRuj8apELM', 'Can you recommend anyone for this #job? Sr. Associate Logistics - https://t.co/krUjujfu9Z #logistics #Gonzales, LA #Hiring #CareerArc', 'Calling all cocktail lovers! Turn your passion into a career with a #job in #Lafayette, LA. https://t.co/xky8o8wQTf… https://t.co/sv6KRxS41R', 'Interested in a #job in #Gonzales, LA? This could be a great fit: https://t.co/ttH3NcQzWP #logistics #Hiring #CareerArc', ""We're #hiring! Read about our latest #job opening here: Supervisor Logistics - https://t.co/61ilsHELEP #logistics #Lafayette, LA #CareerArc""]"
yolaconica,"['MOOD ETERNO:\n-QUE HAY ALGO EN MÍ, QUE NO VAN A QUITARME, SOY MUJER, NO PERTENEZCO A NADIE, NO TENGO CIELO AL QUE MI… https://t.co/46ZuDrj3aM', 'Mood 3:\n-   ¿ Como llevas el examen?\n- Yo:\nQUE HAY ALGO EN MÍ, QUE NO VAN A QUITARME, SOY MUJER, NO PERTENEZCO A NA… https://t.co/gHo23FayKY', 'Mood 2:\n-Te vienes a cenar?\n-Yo:\n QUE HAY ALGO EN MÍ, QUE NO VAN A QUITARME, SOY MUJER, NO PERTENEZCO A NADIE, NO T… https://t.co/f4mCF1D7mL', 'MOOD 1:\nHola buena tardes le llamamos del servicio de Vodafone para ofrecerle..\nYo: \nQUE HAY ALGO EN MÍ, QUE NO VAN… https://t.co/5E5NaxaZOX']"
InForeignWaters,"['@BryonyWoods How exciting! I’ve just sent my picture book manuscript through... I hope you like spiders! https://t.co/PnLLiGHifj', 'How to find Netflix programmes in your own language!\nhttps://t.co/01EsdMq0mH', 'Thanks to all my lovely followers https://t.co/bwGLioAZ46']"
FaOldMan,['Terrible coffee. Terrible service. https://t.co/tNu9sabjpW']
LeftThePolls,[]
tmj_mgm_finance,"['See our latest #Montgomery, AL #job and click to apply: Mortgage Loan Originator - Montgomery -… https://t.co/WYlNlAV7Jd', 'Can you recommend anyone for this #job in #Montgomery, AL? https://t.co/b7MdeXPwaO #Finance #Hiring #CareerArc', 'Can you recommend anyone for this #job? Sr Finance Manager - Manufacturing Operations - https://t.co/O25PS2AH63… https://t.co/ybmhgrR22n']"
pattzjimin,['@wuanstax vemos aqui claramente um spoiler do meu casamento com o Jimin!! 😍😍😍\nS = Suhélen ❤❤ \n#PremiosMTVMiaw… https://t.co/BOiij38kme']
peppersandeggs,"[""Hi Sean! 👋👋👋 Michael Cohen's client is @seanhannity!  😆😆😆🤣🤣😂😂😂 https://t.co/DgxyTJsWii"", 'Cc: @BunsOfHam 😂😂😂😂😂😂😂😂😂😂😂😂😂😂 https://t.co/qtIyhhTRUa', ""30 years of documents. There are many stories to tell from the 80s-90s. Donald's gonna go broke hiring and firing l… https://t.co/h2LqxievSK""]"
ianbritton247,['@Quotatis nickel 🎛🌳🙄🍆']
17LoFranco,['@NYGDaily Go for it with no o-line.... I guess running for his life could work for Barkley']
Lewoogs,"['I\'ve recently watched the 2nd progress of ""Fumikiri Jikan"" - https://t.co/bJ3u2SV53s\n\neh why not? These EPs are about 4mins long', 'https://t.co/eQymx4wdn5', 'I\'ve recently watched the 2nd of 12 episodes of ""Golden Kamuy"" - https://t.co/4QdJU0quNY\n\nNo CG bears 1/10', ""@ShionsTear Agreed! Art in it's true form""]"
NigelChandler2,"['@EADT24 Unbelievable', '@toy_toys_shirts @ShakeyStephens @Sko0lyard Indeed he did!']"
tmj_dfw_itdnet,"['This #job might be a great fit for you: Asset Manager - https://t.co/Xtgs5o7NPh #Microsoft #Dallas, TX #Hiring #CareerArc', 'See our latest #Westlake, TX #job and click to apply: Web Developer, Snr. Staff - https://t.co/FsYPOozA7Z… https://t.co/O9oYAl2p6y', ""If you're looking for work in #Westlake, TX, check out this #job: https://t.co/mD8rcHZ2sz #FinancialServices #developer #Hiring #CareerArc""]"
tmj_hou_util,"['Can you recommend anyone for this #job in #Houston, TX? https://t.co/Q1A6o6Qacn #Utilities #Hiring #CareerArc', 'See our latest #Houston, TX #job and click to apply: Maintenance Electrician - https://t.co/f71cpLjDxX #Utilities #Hiring #CareerArc', ""Want to work at Cintas Corporation? We're #hiring in #Houston, TX! Click for details: https://t.co/TnTYCDA1PO… https://t.co/DNhtOCDWBM"", 'See our latest #Pasadena, TX #job and click to apply: Service Sales Representative - First Aid and Safety -… https://t.co/mBKC13yuae', 'Can you recommend anyone for this #job? Deep Clean Technician - https://t.co/Mcqj42mixz #cintasjobs #Utilities… https://t.co/eaafzMN7Dp']"
MomyeWest,"['Barbra Bush see you in hell bitch', 'I changed my job on Tinder before LinkedIn', 'Wow the director of my secret fav film died :(', 'Fish in the headlights', 'I feel like a deer out of water']"
neutralhaste,"['Guy in the staff room listening to cringe love ballads so loud through his headphones he my as well just play it out loud', 'I love to have big depressive episodes at 1am I love to not sleep', 'I love my tiny children https://t.co/RvY4Xa9Gw8', ""I haven't seen Katy since November and now am on a train 5 minutes away from seeing her am gonna cry""]"
jim_utter,"['2 has dropped to p14', 'Kez has an issue', '4 tryin the high lane', '95 done for the day', '80 to go']"
andersonsc78,"['@dailybriefing @DanaPerino @CarlosLozadaWP @FoxNews 😂', ""@UNSEATpac @RepDeSantis There must be many... Who's in the White House?""]"
TCAOfSabrina,"['@RossLynch to @TheGaloreMag on his dark hair: ""I had to dye my hair to play the character #HarveyKinkle in ""The… https://t.co/URNND0Y4Ae', 'more photos of @RossLynch \n\n#ChillingAdventuresOfSabrina #SabrinaOnNetflix #HarveyKinkle #TheDriverEra #RossLynch… https://t.co/asHx8WZhMY']"
NazarethNo1Fan,"['TRAFFIC ALERT \n\nBRUSH FIRE ON BANGOR ROAD IN PLAINFIELD TWP', '@CStiverWFMZ awesome buddy! finally!!!']"
PearlsofLogic,['♥️♥️♥️♥️♥️♥️♥️🇺🇸 https://t.co/aSY95usRSX']
tmj_RI_realest,"['Want to work in #Newport, RI? View our latest opening: https://t.co/DC3B4QUZSY #RealEstate #Job #Jobs #Hiring #CareerArc', 'Can you recommend anyone for this #job? Community Manager - https://t.co/QsLvVk81Fp #RealEstate #Newport, RI #Hiring #CareerArc']"
kiwi_HM,"['오잉 영상 왜 지웠어', '@dlstodahfrkfm @_small_peach 네 맞습니다', '귀여워 리암이ㅠ 스페인어 가르쳐야할거라니 흑흑 영상도 따로 올려주고 귀여워귀여워 귀여워죽겠어ㅠㅠ', '@dlstodahfrkfm @_small_peach 저날 저도 저희 셋이 처음 만난날임']"
emm_hussain,"['@virendersehwag @pandav_manzoor Viru ji he definitely a star from kashmir known because of his all round performanc… https://t.co/MvjB1JjLIa', '@virendersehwag @manzoor_pandav Viru ji when you play Manzoor Dar...', '@virendersehwag Hi viru ji, when you will play # Manzoor Dar as you named cricket BAHUBALI.', '""Instagram"" - IPL 2018: Virender Applauds the ‘Batting Baahubali’ Manzoor Dar  https://t.co/OEBfya6GKb', '#NewProfilePic https://t.co/4wbOeFWqrt']"
Gueponekasu,"['@GuiiCabrera @BTS_twt Ah, y buenas tardes AKSDJFl Soy una maleducada...', '@GuiiCabrera @BTS_twt ¿Qué teoría...? #LoveYourselfTearIsComing @BTS_twt https://t.co/Hk1PpHAPWS']"
cbrunco1,['@BillOReilly @voiletsareblue Their own blood.  Not Trump’s.']
tmj_MIA_intern,"['This #job might be a great fit for you: Management Trainee Intern - https://t.co/37uqMTLXBM #internship #Miami, FL #Hiring #CareerArc', 'Want to work in #Miami, FL? View our latest opening: https://t.co/Krgtzp34p9 #internship #Job #Jobs #Hiring… https://t.co/8dkdxGuqBi', ""We're #hiring! Read about our latest #job opening here: Intern/Coop- Project Management - https://t.co/55IqXzCLoZ… https://t.co/x7nSZd9CGI""]"
tmj_dtw_itjava,"[""If you're looking for work in #Southfield, MI, check out this #job: https://t.co/gcCakduGst #OpenSource #Hiring #CareerArc"", 'Can you recommend anyone for this #job? Java Full Stack Developer - Apps Systems Engineer 5 -… https://t.co/0XAjOLgiMe', 'Interested in a #job in #FarmingtonHills, MI? This could be a great fit: https://t.co/1epJXjbN7G #NettempsJobs… https://t.co/e7gBPbgqc0', 'Want to work in #Novi, Michigan? View our latest opening: https://t.co/Wc7kbUKp9g #OpenSource #Job #Jobs #Hiring #CareerArc', ""We're #hiring! Click to apply: Sr.Test Engineer,Quality Engineering - https://t.co/q2xkLm1Q4T #OpenSource #Troy, MI #Job #Jobs #CareerArc""]"
tmj_ct_health,['Can you recommend anyone for this #job in CT? https://t.co/bleeG6BQZE #Healthcare #Hiring #CareerArc']
brownandbella,"['@JasMoneyRecords And those outfits she used to wear?!?!  Sis. Whew. https://t.co/YdHSUQfLoK', 'WE WENT THROUGH SOME DARK DAYS. https://t.co/sAyX7gy6J4']"
BCHS_office,['Good Stuff- Just remember=No BCD! https://t.co/56WDlGzG3n']
jackiekirk33,['@kimberlybritto9 @hallmarkchannel @SuperChannel Congratulations you deserve  it']
stuartparker20,['@KreshnikPlays Thanks Kresh 👍']
KBbaseballpics,"['Full extension, nice follow through ronaldbolanos_ @ Lake Elsinore Storm https://t.co/hNmkJS5oej', 'Nice play by luistorrens on a windy day @storm_baseball @ Lake Elsinore Storm https://t.co/cKL4bqcvKT', 'Bam! Out at 2nd. paparosario01 with the tag luistorrens with the throw. @storm_baseball @ Lake… https://t.co/x0zCGOTWXN', 'First run at #stormstadium for the 2018 season scored by jorgeluisona31 nice win for… https://t.co/M1yr5jxXl4']"
dejan1233,"['@Complex Why would you condemn them for attacking a chemical weapons plant lmfao', ""@earlxsweat Not like you'd rap on it anyways."", '@HMV_Anime @DARLI_FRA Best girl']"
tmj_ctn_mgmt,"[""We're #hiring! Click to apply: Manager Trainee - https://t.co/Gy5YLnhVMu #BusinessMgmt #WestSpringfield, MA #Job #Jobs #CareerArc"", 'Can you recommend anyone for this #job in #Springfield, MA? https://t.co/ZaSYZagi6H #BusinessMgmt #Hiring #CareerArc', 'Want to work in #Enfield, CT? View our latest opening: https://t.co/zEuHvQH2dw #LEGO #BusinessMgmt #Job #Jobs #Hiring #CareerArc', 'See our latest #Springfield, MA #job and click to apply: Procurement Inventory Manager - https://t.co/VmMigL1plv… https://t.co/GTsWn2TYlQ', 'This #job might be a great fit for you: Productivity Improvement Specialist - https://t.co/3hZtjTahOF #NettempsJobs… https://t.co/mMf5jSmKLZ']"
tmj_nct_itpm,"[""We're #hiring! Read about our latest #job opening here: IT Support Services Supervisor - https://t.co/PDF9VYLg0W… https://t.co/YwhBQNWlMy"", 'Want to work in #Burlington, NC? View our latest opening: https://t.co/lCD341ALdO #ProjectMgmt #Job #Jobs #Hiring #CareerArc', ""We're #hiring! Click to apply: IT - VP of Product Management - https://t.co/aHyFNmZuQm #ProjectMgmt #Burlington, NC #Job #Jobs #CareerArc"", ""We're #hiring! Read about our latest #job opening here: MS Dynamics CRM -- IT Manager - https://t.co/wMwMerqIjM… https://t.co/d1Fj9ztEV6"", 'Can you recommend anyone for this #job in #Burlington, NC? https://t.co/DHkXwZzsPy #ProjectMgmt #Hiring #CareerArc']"
treymoses32,"['@ShelbyMustStang Thanks Shelby ❤️', '@stephallison978 Thanks Steph ❤️', 'In the last two weeks I’ve gotten a job offer , found out I’m going to New Zealand this summer to play ball, got a… https://t.co/w3G8HkYTNl']"
tmj_ctf_hrta,"[""We're #hiring! Read about our latest #job opening here: Shift Lead - https://t.co/IQ6XpfeLTx #Restaurant #ShiftLeader #Avon, CT #CareerArc"", ""Want to work at Panera Bread? We're #hiring in #Canton, CT! Click for details: https://t.co/lRsEjaMwyL #parttime… https://t.co/PpRpbGK9so"", ""We're #hiring! Click to apply: Cashier - Customer Service Associate - https://t.co/oFcNIL2fYh #parttime #Cashier… https://t.co/RDvPw57K8w"", ""If you're looking for work in #Canton, CT, check out this #job: https://t.co/jBqRIeoINS #parttime #Baker #Bakery… https://t.co/gdQ5VFqJQu"", ""We're #hiring! Click to apply: Management - https://t.co/m9eIWA31pl #parttime #Restaurant #Manager #Canton, CT… https://t.co/iSdn86wUaC""]"
tmj_ctn_banking,"['Can you recommend anyone for this #job? Universal Banker, Southbridge, MA - https://t.co/cle4eVC1EG #Banking… https://t.co/dIAee03xrz', ""We're #hiring! Click to apply: Part Time Teller, Southbridge, MA - https://t.co/Vq2vsDNd3L #Banking #Southbridge, MA #Job #Jobs #CareerArc"", 'This #job might be a great fit for you: Full Time Teller, Sturbridge Area, MA - https://t.co/4wRQBZmgOr #Banking… https://t.co/XKIRsc7drg', ""If you're looking for work in #Enfield, CT, check out this #job: https://t.co/D2Q1hrKFbW #Banking #Hiring #CareerArc"", ""We're #hiring! Read about our latest #job opening here: Branch Manager, Enfield, CT - https://t.co/396gfzwe80… https://t.co/P72zwb9ydx""]"
tmj_caw_retail,"['Interested in a #job in #London, ON? This could be a great fit: https://t.co/cKs9Ei6Kp4 #Retail #Veterans #Hiring #CareerArc', ""Want to work at The TJX Companies? We're #hiring in #Brantford, ON! Click for details: https://t.co/wgvW3pRPbS… https://t.co/wPfnuMW6Hc"", 'This #job might be a great fit for you: Store Associate, Part time, homesense,Brantford - https://t.co/45o1W3gyBq… https://t.co/tdmpEDBya6', ""Want to work at The Brick? We're #hiring in #Orangeville, ON! Click for details: https://t.co/oCjmg8n2zv… https://t.co/Q8YWsuNvqm"", ""We're #hiring! Read about our latest #job opening here: Coordonnateur au traitement des marchandises -… https://t.co/9a0eGK1yyz""]"
tmj_GAD_cosmo,"[""We're #hiring! Click to apply: Hair Stylist - https://t.co/cahMqhWPmc #Cosmetology #Bonaire, GA #Job #Jobs #CareerArc"", 'Can you recommend anyone for this #job? Hair Stylist - https://t.co/Bjt2MKAFvA #Cosmetology #Macon, GA #Hiring #CareerArc', 'This #job might be a great fit for you: Hair Stylist - https://t.co/m9fFH98l0W #Cosmetology #Perry, GA #Hiring #CareerArc', 'Can you recommend anyone for this #job in #Bonaire, GA? https://t.co/kpim6PsWuh #Cosmetology #Hiring #CareerArc', 'Fun, fresh, and talented! That’s the team you will have at Ulta Beauty. We are looking for our next Arch Expert in… https://t.co/3pOWZsl4xt']"
tmj_scc_it,"['This #job might be a great fit for you: Software Developer, Junior - https://t.co/M6i16OkWWi #BoozAllen #IT… https://t.co/LSHCVE0Thb', ""We're #hiring! Read about our latest #job opening here: Web Developer - https://t.co/x4r99kB0C0 #IT #Charleston, SC #CareerArc"", ""Want to work at Booz Allen? We're #hiring in #Charleston, SC! Click for details: https://t.co/ZcNKNW30iW #BoozAllen… https://t.co/hZVBajHo8D"", 'Join the Cognizant team! See our latest #job opening here: https://t.co/RkSQoV0DRq #IT #NorthCharleston, SC #Hiring #CareerArc', 'Want to work in #NorthCharleston, SC? View our latest opening: https://t.co/4HiZu7n9AB #IT #Hiring #CareerArc']"
tmj_nyc_realest,"[""Want to work at Equity Residential? We're #hiring in #JerseyCity, NJ! Click for details: https://t.co/wtLnGS4UUt… https://t.co/uNsWKZYs6o"", 'Can you recommend anyone for this #job in #NewYork, NY? https://t.co/6D2PbvdKZ5 #RealEstate #Hiring #CareerArc', ""Want to work at Actus Consulting Group? We're #hiring in #NewYork, NY! Click for details: https://t.co/qBJlir9JaN… https://t.co/wn1R7gFqca"", ""We're #hiring! Click to apply: Head of Real Estate NA - https://t.co/0yqb3qAsgr #RealEstate #NewYork, NY #Job #Jobs #CareerArc"", 'Can you recommend anyone for this #job? Project Superintendent - Luxury Homes - https://t.co/s4o6ePU4Kg #RealEstate… https://t.co/uA4Xio0QAk']"
tmj_caw_nursing,"[""We're #hiring! Click to apply: Registered Practical Nurse - https://t.co/wzag9yUix4 #RPN #London, ON #Job #Jobs #CareerArc"", 'This #job might be a great fit for you: Registered Nurse, Shift Nursing - https://t.co/EV1lQK5cnf #Nursing #London, ON #Hiring #CareerArc', ""If you're looking for work in #Hamilton, ON, check out this #job: https://t.co/IemZnmTTYJ #RN #Hiring #CareerArc"", ""We're #hiring! Click to apply: Registered Practical Nurse - https://t.co/GIkbbBQiLy #RPN #Brantford, ON #Job #Jobs #CareerArc"", ""If you're looking for work in #Stratford, ON, check out this #job: https://t.co/cez9BKV6lF #RN #Hiring #CareerArc""]"
tmj_ctf_cler,"['See our latest #Simsbury, CT #job and click to apply: Part time Administrative Assistant - https://t.co/WgG5caOc5e… https://t.co/QmTIet50gx', ""If you're looking for work in #Torrington, CT, check out this #job: https://t.co/7KD2AcTimm #Clerical #Hiring #CareerArc""]"
aliu927,"[""Let's Play - Tomb Raider Play Through Part 4 Bow and Arrow: https://t.co/wcxj4qAw7A via @YouTube"", 'Gong live! https://t.co/fjYcz46ywt \nTomb raider play through. #twitch #twitchtv #SupportSmallerStreamers… https://t.co/1DG8tKqmhB', 'Hey everyone, so I may not stream tonight as one of my best friend is going to leave for his trip and wants to hang… https://t.co/caPeVhYngR', '@theasianjc You jumped straight into a what?! Oh right, the palm you fell off 😂😂😂', 'Do the D A N C E, 1234 fight, stick to the BEAT, get ready to ignite. You were such a PYT. Catching all the lights.… https://t.co/AyhJprUkq8']"
tmj_jax_pharm,"['Want to work in #Jacksonville, FL? View our latest opening: https://t.co/wauojRInWf #KellyJobs #KellyServices… https://t.co/sgmmca8h3q', 'This #job might be a great fit for you: Technical Writer - https://t.co/9vIWSVGGTP #KellyJobs #KellyServices… https://t.co/nd3ZQRAHDd', 'Join the Kelly Services team! See our latest #job opening here: https://t.co/GdoQ38P3zn #KellyJobs #KellyServices… https://t.co/g8Ob04LTID', 'Can you recommend anyone for this #job? Petroleum Chemist - https://t.co/PHN24N7COV #KellyJobs #KellyServices… https://t.co/506ryVnIuW', 'Want to work in #Jacksonville, FL? View our latest opening: https://t.co/yNQYnNJLkS #KellyJobs #KellyServices… https://t.co/noxU1JFhjd']"
tmj_ohd_aero,"['Interested in a #job in #Dayton, OH? This could be a great fit: https://t.co/xq1eUjN7NJ #Aerospace #Hiring #CareerArc', 'Join the COLSA Corporation team! See our latest #job opening here: https://t.co/MQ9KZf8zT5 #Aerospace #Dayton, OH #Hiring #CareerArc', 'Want to work in #Vandalia, OH? View our latest opening: https://t.co/RLrLYfrsZz #aviation #travel #Job #Jobs #Hiring #CareerArc', 'Interested in a #job in #Dayton, OH? This could be a great fit: https://t.co/QDknyAA9mU #Aerospace #Hiring #CareerArc', ""If you're looking for work in #Dayton, OH, check out this #job: https://t.co/oKV6FwuB7C #Aerospace #Hiring #CareerArc""]"
